id	symbol	chr	strand	nprots	ntrans	SV	WT	SV_prots	WT_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000082438	COBLL1	2	-	13	25	165579033:165584479	165579033:165583616|165583655:165584479	ENSP00000341360|ENSP00000364607|ENSP00000376478|ENSP00000387326|ENSP00000400146	ENSP00000194871|ENSP00000397520|ENSP00000416311	1	1	39	39
ENSG00000129925	TMEM8A	16	-	5	8	422284:424005	422284:422611|422728:424005	ENSP00000397620	ENSP00000250930|ENSP00000401338	1	1	117	117
ENSG00000142621	FHAD1	1	+	14	26	15642964:15653555	15642964:15644320|15644425:15650948|15644425:15653555|15651056:15653555	ENSP00000436559	ENSP00000351770|ENSP00000365165|ENSP00000365166|ENSP00000365167|ENSP00000383868|ENSP00000407615	1	2	105	213
ENSG00000087157	PGS1	17	+	11	16	76400171:76415627	76400171:76410960|76400171:76411033|76411109:76415627	ENSP00000467569	ENSP00000262764|ENSP00000330039|ENSP00000467719	1	1	76	149
ENSG00000086544	ITPKC	19	+	2	2	41235321:41242891	41235321:41239065|41239270:41242891	ENSP00000472655	ENSP00000263370	1	1	205	205
ENSG00000163932	PRKCD	3	+	5	6	53215749:53218890	53215749:53217137|53217223:53217468|53217598:53218890	ENSP00000419629	ENSP00000331602|ENSP00000378217	2	2	216	216
ENSG00000174842	GLMN	1	-	5	7	92732050:92733470	92732050:92732257|92732299:92733470	ENSP00000440156|ENSP00000469157	ENSP00000359385|ENSP00000436829	1	1	42	42
ENSG00000230675	HLA-DQB2	HSCHR6_MHC_APD	-	5	5	32709964:32711509	32709964:32710432|32710543:32711509	ENSP00000399594|ENSP00000447790	ENSP00000409159|ENSP00000416466	1	1	111	111
ENSG00000115318	LOXL3	2	-	7	10	74762582:74763123	74762582:74762715|74762883:74763123	ENSP00000386696	ENSP00000264094|ENSP00000377512|ENSP00000386545	1	1	168	168
ENSG00000020181	GPR124	8	+	3	3	37691647:37696474	37691647:37692692|37692917:37693072|37693289:37695249|37695458:37696474	ENSP00000323508	ENSP00000406367	3	3	651	651
ENSG00000009335	UBE3C	7	+	3	8	156932033:156962998	156932033:156956504|156956558:156961742|156961817:156962998	ENSP00000373755	ENSP00000309198	2	2	129	129
ENSG00000107262	BAG1	9	-	5	10	33261168:33262700	33261168:33262103|33262245:33262700	ENSP00000369026|ENSP00000419092|ENSP00000420514	ENSP00000369029	1	1	142	142
ENSG00000197858	GPAA1	8	+	8	18	145137708:145138292	145137708:145138027|145138207:145138292	ENSP00000354316|ENSP00000431233	ENSP00000347206|ENSP00000434544|ENSP00000435024|ENSP00000435119	1	1	180	180
ENSG00000138036	DYNC2LI1	2	+	9	11	44010694:44016772	44010694:44014320|44014390:44016772	ENSP00000430525	ENSP00000260605|ENSP00000367850|ENSP00000381804|ENSP00000385738|ENSP00000474032	1	1	70	70
ENSG00000196275	GTF2IRD2	7	-	5	7	74227350:74234499	74227350:74234084|74234128:74234499	ENSP00000402105	ENSP00000354362|ENSP00000385491	1	1	44	44
ENSG00000239836	PSMB9	HSCHR6_MHC_MANN	+	5	7	32977782:32979582	32977782:32978840|32978972:32979582	ENSP00000408178|ENSP00000447831	ENSP00000396813|ENSP00000404847|ENSP00000411561	1	1	132	132
ENSG00000109113	RAB34	17	-	17	23	27042920:27043921	27042920:27043011|27043077:27043921|27043080:27043921	ENSP00000410279	ENSP00000226259|ENSP00000301043|ENSP00000378663|ENSP00000378664|ENSP00000378666|ENSP00000391048|ENSP00000397499|ENSP00000398706|ENSP00000404180|ENSP00000410403|ENSP00000413156|ENSP00000464723	1	1	66	69
ENSG00000166348	USP54	10	-	12	21	75290282:75294358	75290282:75290462|75290594:75294358	ENSP00000473466	ENSP00000326547|ENSP00000345216|ENSP00000386080|ENSP00000399972|ENSP00000408714	1	1	132	132
ENSG00000132604	TERF2	16	-	11	13	69402386:69404386	69402386:69402490|69402499:69404386	ENSP00000254942|ENSP00000456022|ENSP00000474453|ENSP00000475507	ENSP00000457094	1	1	9	9
ENSG00000165171	WBSCR27	7	-	2	3	73254451:73255400	73254451:73254744|73254880:73255400	ENSP00000398533	ENSP00000297873	1	1	136	136
ENSG00000265880	CBWD3	HG962_PATCH	+	4	5	70863814:70873448	70863814:70871837|70871897:70873448	ENSP00000463468	ENSP00000463867	1	1	60	60
ENSG00000114745	GORASP1	3	-	13	27	39140995:39142507	39140995:39141796|39141946:39142238|39141946:39142507|39141995:39142238|39142369:39142507	ENSP00000395678	ENSP00000313869|ENSP00000392020|ENSP00000395709|ENSP00000403552|ENSP00000419123	1	2	150	330
ENSG00000130433	CACNG6	19	+	3	3	54501568:54515205	54501568:54502888|54503026:54515205	ENSP00000319097	ENSP00000252729	1	1	138	138
ENSG00000080824	HSP90AA1	14	-	6	11	102551769:102552554	102551769:102552095|102551769:102552302|102552462:102552554	ENSP00000451400	ENSP00000216281|ENSP00000335153|ENSP00000450712	1	1	160	367
ENSG00000115685	PPP1R7	2	+	13	20	242089963:242097222	242089963:242092891|242093020:242097222	ENSP00000272983|ENSP00000385466	ENSP00000234038|ENSP00000385022|ENSP00000385498|ENSP00000385657|ENSP00000409719	1	1	129	129
ENSG00000141255	SPATA22	17	-	14	14	3343633:3349766	3343633:3346468|3346566:3349766	ENSP00000268981	ENSP00000347541|ENSP00000380354|ENSP00000441920|ENSP00000459329|ENSP00000459580|ENSP00000460187	1	1	98	98
ENSG00000188739	RBM34	1	-	5	11	235318428:235324208	235318428:235323826|235318428:235319910|235318428:235323826|235319997:235323826|235323963:235324208	ENSP00000420236	ENSP00000355565|ENSP00000386226|ENSP00000400000|ENSP00000413409	1	2	137	224
ENSG00000115325	DOK1	2	+	4	13	74782581:74783021	74782581:74782702|74782796:74783021	ENSP00000393586	ENSP00000233668	1	1	94	94
ENSG00000089820	ARHGAP4	X	-	15	25	153179334:153186550	153179334:153184286|153184508:153184609|153184738:153185021|153184738:153186080|153185141:153186080|153186263:153186550	ENSP00000377322	ENSP00000203786|ENSP00000359045|ENSP00000397533|ENSP00000444169	3	4	534	654
ENSG00000231618	PPT2	HSCHR6_MHC_MCF	+	14	19	32198981:32199895	32198981:32199233|32199387:32199895	ENSP00000405444	ENSP00000387444|ENSP00000392885|ENSP00000406219|ENSP00000411007|ENSP00000411625|ENSP00000412655|ENSP00000431928|ENSP00000432964|ENSP00000447973|ENSP00000448456	1	1	154	154
ENSG00000271658	OSCAR	HG1079_PATCH	-	7	7	54600419:54604010	54600419:54603002|54600419:54602844|54600419:54603002|54602856:54603002|54603035:54604010	ENSP00000474338|ENSP00000474885	ENSP00000473701|ENSP00000474220|ENSP00000474746|ENSP00000474934	1	2	33	45
ENSG00000140632	GLYR1	16	-	9	14	4873909:4882775	4873909:4881980|4882223:4882775	ENSP00000390276|ENSP00000467751	ENSP00000322716|ENSP00000371413|ENSP00000466570|ENSP00000468328	1	1	243	243
ENSG00000147955	SIGMAR1	9	-	4	7	34635856:34637217	34635856:34636994|34637087:34637217	ENSP00000420022	ENSP00000277010|ENSP00000368170	1	1	93	93
ENSG00000136521	NDUFB5	3	+	8	15	179332848:179333771	179332848:179333344|179333404:179333771	ENSP00000259037|ENSP00000419099	ENSP00000418354	1	1	60	60
ENSG00000119777	TMEM214	2	+	7	13	27262033:27262898	27262033:27262609|27262706:27262898	ENSP00000389729	ENSP00000238788|ENSP00000319469|ENSP00000384417|ENSP00000392442	1	1	97	97
ENSG00000144134	RABL2A	2	+	9	18	114392708:114398930	114392708:114398471|114398583:114398930	ENSP00000399360	ENSP00000376870	1	1	112	112
ENSG00000162065	TBC1D24	16	+	6	7	2548398:2549836	2548398:2549358|2549422:2549836	ENSP00000457266	ENSP00000293970|ENSP00000390106|ENSP00000454408	1	1	64	64
ENSG00000227861	SAPCD1	HSCHR6_MHC_APD	+	3	4	31743291:31743567	31743291:31743397|31743487:31743567	ENSP00000446749	ENSP00000403346	1	1	90	90
ENSG00000054654	SYNE2	14	+	18	30	64655427:64669519	64655427:64656789|64655427:64655578|64655427:64656789|64655728:64656789|64656956:64669519|64656956:64657320|64657333:64657634|64657839:64668905|64668984:64669519	ENSP00000451184	ENSP00000341781|ENSP00000349969|ENSP00000350719|ENSP00000378249|ENSP00000450831|ENSP00000451972|ENSP00000452570	1	5	167	614
ENSG00000213593	TMX2	11	+	8	9	57505141:57505826	57505141:57505385|57505499:57505826	ENSP00000367562	ENSP00000278422	1	1	114	114
ENSG00000102445	KIAA0226L	13	-	12	14	46942951:46952025	46942951:46946076|46946346:46952025	ENSP00000315633|ENSP00000386578	ENSP00000368061	1	1	270	270
ENSG00000142920	ADC	1	+	6	21	33549729:33562308	33549729:33557651|33557824:33558883|33559018:33560149|33560315:33562308	ENSP00000351508|ENSP00000362539	ENSP00000294517|ENSP00000362540|ENSP00000362542|ENSP00000381233	3	3	474	474
ENSG00000271723	MROH7-TTC4	1	+	3	4	55119831:55130840	55119831:55124788|55124863:55130840	ENSP00000410192|ENSP00000475315	ENSP00000392238	1	1	75	75
ENSG00000107186	MPDZ	9	-	17	21	13114021:13119501	13114021:13115247|13115334:13119501	ENSP00000370410|ENSP00000439807|ENSP00000444151	ENSP00000320006|ENSP00000370403|ENSP00000415208|ENSP00000415964|ENSP00000444230|ENSP00000444717|ENSP00000445259|ENSP00000446358	1	1	87	87
ENSG00000138795	LEF1	4	-	8	21	109000771:109004512	109000771:109002742|109002826:109004512	ENSP00000369284|ENSP00000406176|ENSP00000422840	ENSP00000265165|ENSP00000422334|ENSP00000427459	1	1	84	84
ENSG00000170017	ALCAM	3	+	5	10	105253690:105264067	105253690:105258819|105258947:105260477|105260610:105264067	ENSP00000374577|ENSP00000418937	ENSP00000305988|ENSP00000418213|ENSP00000419236	2	2	261	261
ENSG00000204628	GNB2L1	5	-	23	35	180664043:180664609	180664043:180664225|180664320:180664609	ENSP00000366013|ENSP00000422768|ENSP00000425008|ENSP00000426046|ENSP00000426708|ENSP00000426909|ENSP00000426960	ENSP00000422316	1	1	95	95
ENSG00000154856	APCDD1	18	+	6	6	10455037:10471527	10455037:10468466|10468650:10471527	ENSP00000463110	ENSP00000347433|ENSP00000463104	1	1	184	184
ENSG00000231738	TSPAN19	12	-	5	8	85418551:85423497	85418551:85421677|85421802:85423497	ENSP00000408184	ENSP00000449663	1	1	125	125
ENSG00000115392	FANCL	2	-	9	11	58449178:58468353	58449178:58453863|58453920:58456949|58457010:58459189|58459248:58468353	ENSP00000401280	ENSP00000233741|ENSP00000385021|ENSP00000386097|ENSP00000400969|ENSP00000441431	3	3	177	177
ENSG00000100979	PLTP	20	-	6	6	44536544:44539791	44536544:44538155|44536544:44538581|44538311:44538581|44538710:44539791	ENSP00000411671	ENSP00000335290|ENSP00000361508|ENSP00000417138|ENSP00000440296	1	2	129	285
ENSG00000030582	GRN	17	+	15	21	42427709:42428918	42427709:42427810|42427946:42428059|42428169:42428405|42428532:42428731|42428829:42428918	ENSP00000467616	ENSP00000053867	4	4	471	471
ENSG00000142949	PTPRF	1	+	10	18	44069205:44070574	44069205:44069282|44069861:44070574	ENSP00000361484|ENSP00000391764	ENSP00000353030|ENSP00000361490|ENSP00000361491|ENSP00000387885|ENSP00000398822|ENSP00000416343	1	1	579	579
ENSG00000135452	TSPAN31	12	+	7	14	58139001:58140372	58139001:58139528|58139696:58139959|58140040:58140372	ENSP00000449199	ENSP00000257910	2	2	249	249
ENSG00000135749	PCNXL2	1	-	11	23	233353931:233372591	233353931:233362972|233363118:233372591	ENSP00000429360	ENSP00000258229|ENSP00000394703	1	1	146	146
ENSG00000110713	NUP98	11	-	13	20	3756555:3774546	3756555:3765739|3765880:3774546	ENSP00000432142	ENSP00000316032|ENSP00000347404|ENSP00000352091|ENSP00000380199|ENSP00000380202|ENSP00000436226	1	1	141	141
ENSG00000119684	MLH3	14	-	12	15	75489596:75497246	75489596:75489698|75489722:75497246	ENSP00000370355	ENSP00000238662|ENSP00000348020|ENSP00000451130|ENSP00000451540|ENSP00000452316	1	1	24	24
ENSG00000101751	POLI	18	+	10	16	51796032:51800296	51796032:51797730|51797856:51800296	ENSP00000464025	ENSP00000385196|ENSP00000462664	1	1	126	126
ENSG00000138376	BARD1	2	-	5	9	215617280:215661785	215617280:215632206|215632379:215633956|215634037:215645284|215646234:215657021|215657170:215661785	ENSP00000392245	ENSP00000260947	4	4	1353	1353
ENSG00000115504	EHBP1	2	+	13	21	63058294:63086304	63058294:63085541|63085646:63086304	ENSP00000346482|ENSP00000384143|ENSP00000384829|ENSP00000385524|ENSP00000403783	ENSP00000263991	1	1	105	105
ENSG00000174175	SELP	1	-	10	11	169578928:169581455	169578928:169580730|169580916:169581455	ENSP00000356760|ENSP00000356766|ENSP00000356768|ENSP00000399368	ENSP00000263686|ENSP00000391694	1	1	186	186
ENSG00000004809	SLC22A16	6	-	8	10	110768194:110778103	110768194:110777741|110778007:110778103	ENSP00000409306	ENSP00000328583	1	1	266	266
ENSG00000124181	PLCG1	20	+	7	18	39798910:39801061	39798910:39800833|39800930:39801061	ENSP00000468958	ENSP00000244007|ENSP00000362368|ENSP00000362369	1	1	97	97
ENSG00000235712	RXRB	HSCHR6_MHC_MCF	-	6	8	33336607:33338383	33336607:33337310|33337558:33338383	ENSP00000435471	ENSP00000393286|ENSP00000410468	1	1	248	248
ENSG00000148541	FAM13C	10	-	13	20	61014204:61028313	61014204:61022194|61022406:61023845|61023927:61028313	ENSP00000391993	ENSP00000277705|ENSP00000362974|ENSP00000362975|ENSP00000392302|ENSP00000395661|ENSP00000400241|ENSP00000423896	2	2	294	294
ENSG00000113595	TRIM23	5	-	6	7	64910047:64920021	64910047:64913920|64914083:64920021	ENSP00000427103	ENSP00000231524|ENSP00000274327|ENSP00000370406|ENSP00000424044	1	1	163	163
ENSG00000135114	OASL	12	-	3	3	121461941:121469245	121461941:121465379|121465621:121469245	ENSP00000341125|ENSP00000444127	ENSP00000257570	1	1	242	242
ENSG00000130402	ACTN4	19	+	6	11	39138548:39205109	39138548:39191240|39191355:39191642|39191762:39195574|39195661:39196684|39196772:39198757|39198836:39200035|39200117:39200897|39200983:39205109	ENSP00000439497	ENSP00000252699	7	7	657	657
ENSG00000101199	ARFGAP1	20	+	14	23	61910348:61912643	61910348:61910572|61910659:61912643	ENSP00000314615|ENSP00000359298|ENSP00000359306|ENSP00000430500|ENSP00000430929|ENSP00000443716|ENSP00000447037|ENSP00000449800	ENSP00000429674	1	1	87	87
ENSG00000132388	UBE2G1	17	-	6	6	4192704:4210316	4192704:4200012|4200110:4210316	ENSP00000459847	ENSP00000380178	1	1	98	98
ENSG00000236843	NRM	HSCHR6_MHC_DBB	-	3	8	30646985:30648089	30646985:30647318|30647495:30648089	ENSP00000389958	ENSP00000407779|ENSP00000414927	1	1	177	177
ENSG00000147439	BIN3	8	-	6	11	22488092:22494435	22488092:22494038|22494100:22494435	ENSP00000382859	ENSP00000276416|ENSP00000429660	1	1	62	62
ENSG00000138035	PNPT1	2	-	5	6	55883356:55887292	55883356:55883440|55883507:55887292	ENSP00000411057	ENSP00000393953|ENSP00000400646	1	1	67	67
ENSG00000057608	GDI2	10	-	9	10	5838826:5855177	5838826:5842561|5842669:5855177	ENSP00000394177	ENSP00000369528|ENSP00000369538|ENSP00000401733	1	1	108	108
ENSG00000039523	FAM65A	16	+	15	23	67572454:67572893	67572454:67572575|67572454:67572563|67572454:67572575|67572728:67572893	ENSP00000454376	ENSP00000042381|ENSP00000368614|ENSP00000389456|ENSP00000400099|ENSP00000443568|ENSP00000455795|ENSP00000456893|ENSP00000457419|ENSP00000457739	1	1	153	165
ENSG00000141084	RANBP10	16	-	9	11	67771939:67805937	67771939:67778191|67778359:67805937	ENSP00000392808	ENSP00000316589|ENSP00000416460|ENSP00000473396	1	1	168	168
ENSG00000143224	PPOX	1	+	8	20	161137025:161140199	161137025:161137161|161137025:161139450|161137277:161137785|161137918:161138222|161138367:161138783|161138974:161139450|161139511:161139696|161139511:161140199|161139815:161140199	ENSP00000396841	ENSP00000343943|ENSP00000356978|ENSP00000439613	1	6	61	765
ENSG00000091157	WDR7	18	+	10	12	54426185:54446662	54426185:54444013|54444112:54446662	ENSP00000350187	ENSP00000254442	1	1	99	99
ENSG00000111305	GSG1	12	-	11	11	13241844:13243437	13241844:13242142|13242211:13243437|13242283:13243437	ENSP00000336816|ENSP00000379596|ENSP00000398384|ENSP00000405032|ENSP00000445884	ENSP00000320838|ENSP00000336857|ENSP00000379604|ENSP00000439676|ENSP00000440684|ENSP00000441718	1	1	69	141
ENSG00000138375	SMARCAL1	2	+	10	13	217303209:217311741	217303209:217311385|217311442:217311741	ENSP00000349823|ENSP00000350940	ENSP00000400473	1	1	57	57
ENSG00000168314	MOBP	3	+	14	15	39543767:39554874	39543767:39544026|39543767:39543954|39544366:39554874	ENSP00000373261|ENSP00000379530|ENSP00000388148|ENSP00000401312|ENSP00000405549|ENSP00000409730	ENSP00000312293|ENSP00000413771	1	1	340	412
ENSG00000079819	EPB41L2	6	-	23	31	131191267:131199244	131191267:131191468|131191522:131197814|131191522:131193511|131193679:131199244|131197916:131199244	ENSP00000338481|ENSP00000357110|ENSP00000437207|ENSP00000437295	ENSP00000397580|ENSP00000434998	2	2	156	222
ENSG00000183054	RGPD6	2	-	6	11	111315625:111320680	111315625:111320189|111320335:111320680	ENSP00000418549	ENSP00000330023|ENSP00000330842	1	1	146	146
ENSG00000105983	LMBR1	7	-	12	23	156619439:156685622	156619439:156626447|156626487:156685622|156626487:156629507|156629580:156685622	ENSP00000413539	ENSP00000326604|ENSP00000346500|ENSP00000392557|ENSP00000408256|ENSP00000445509	1	2	40	113
ENSG00000142166	IFNAR1	21	+	4	5	34713481:34717552	34713481:34715574|34715729:34715841|34715983:34717552	ENSP00000400161	ENSP00000270139|ENSP00000395606|ENSP00000407406	2	2	297	297
ENSG00000272997	ATP5SL	HG1350_HG959_PATCH	-	13	16	41939579:41944123	41939579:41942297|41942378:41944123	ENSP00000477009|ENSP00000477071|ENSP00000477129|ENSP00000477461|ENSP00000477500	ENSP00000476337|ENSP00000477151|ENSP00000477178|ENSP00000477274|ENSP00000477321	1	1	81	81
ENSG00000167749	KLK4	19	-	5	8	51410343:51411835	51410343:51411615|51411752:51411835	ENSP00000399448	ENSP00000326159	1	1	137	137
ENSG00000157017	GHRL	3	-	13	17	10327579:10334526	10327579:10328388|10328497:10334526|10328497:10331446|10331560:10334526|10331563:10334526	ENSP00000394923	ENSP00000388145|ENSP00000403725|ENSP00000416768	1	2	109	226
ENSG00000138741	TRPC3	4	-	5	5	122833249:122846173	122833249:122835935|122836100:122846173	ENSP00000426899	ENSP00000264811|ENSP00000368966	1	1	165	165
ENSG00000183773	AIFM3	22	+	10	20	21334414:21335281	21334414:21335036|21335057:21335281	ENSP00000327671|ENSP00000335369|ENSP00000382116|ENSP00000385800	ENSP00000382120|ENSP00000390798	1	1	21	21
ENSG00000165238	WNK2	9	+	11	19	96015365:96019230	96015365:96018581|96018737:96019230	ENSP00000378858|ENSP00000412465	ENSP00000297876|ENSP00000297954|ENSP00000378860|ENSP00000411181|ENSP00000414622|ENSP00000415038	1	1	156	156
ENSG00000146151	HMGCLL1	6	-	9	10	55360406:55406527	55360406:55364034|55364098:55378846|55378995:55381306|55378995:55406527|55378995:55381306|55381402:55406527	ENSP00000359887	ENSP00000274901|ENSP00000309737|ENSP00000381654	2	3	213	309
ENSG00000151552	QDPR	4	-	7	9	17506099:17513573	17506099:17510894|17510987:17513573	ENSP00000390944	ENSP00000281243|ENSP00000420873|ENSP00000422759|ENSP00000423227|ENSP00000426377	1	1	93	93
ENSG00000008838	MED24	17	-	21	33	38191603:38192369	38191603:38191975|38192049:38192369	ENSP00000439148	ENSP00000377684|ENSP00000377686|ENSP00000438767|ENSP00000440100|ENSP00000443344|ENSP00000462539|ENSP00000462646|ENSP00000463480|ENSP00000463751	1	1	74	74
ENSG00000183486	MX2	21	+	6	14	42754492:42767514	42754492:42762492|42762631:42767514	ENSP00000446017	ENSP00000333657	1	1	139	139
ENSG00000158109	TPRG1L	1	+	2	2	3542080:3544064	3542080:3542277|3542454:3544064	ENSP00000339714	ENSP00000367595	1	1	177	177
ENSG00000187848	P2RX2	12	+	10	10	133196161:133196586	133196161:133196265|133196161:133196430|133196337:133196430|133196506:133196586	ENSP00000341419	ENSP00000343339|ENSP00000343904|ENSP00000345095|ENSP00000373762|ENSP00000437646|ENSP00000444477|ENSP00000444853	1	2	76	148
ENSG00000196092	PAX5	9	-	15	16	37006535:37020633	37006535:37014994|37015192:37020633	ENSP00000404687	ENSP00000350844|ENSP00000367071|ENSP00000367078|ENSP00000367083|ENSP00000367084|ENSP00000412188|ENSP00000429291|ENSP00000429637|ENSP00000430773|ENSP00000431038	1	1	198	198
ENSG00000134242	PTPN22	1	-	8	11	114402083:114414159	114402083:114406820|114407005:114414159	ENSP00000352833|ENSP00000388229|ENSP00000431249|ENSP00000432674|ENSP00000433141|ENSP00000435176	ENSP00000434932	1	1	185	185
ENSG00000215262	KCNU1	8	+	5	5	36644944:36662713	36644944:36661545|36661607:36662713	ENSP00000429149	ENSP00000382770|ENSP00000428552|ENSP00000429951	1	1	62	62
ENSG00000261023	TRRAP	HG946_PATCH	+	5	6	98575113:98577533	98575113:98575242|98575263:98577533	ENSP00000457834	ENSP00000454810	1	1	21	21
ENSG00000128833	MYO5C	15	-	6	10	52567916:52571070	52567916:52570041|52570225:52571070	ENSP00000261839|ENSP00000453514|ENSP00000453641|ENSP00000454064	ENSP00000410582	1	1	184	184
ENSG00000123104	ITPR2	12	-	4	10	26878699:26985623	26878699:26943090|26943161:26985623	ENSP00000440548	ENSP00000242737|ENSP00000370744	1	1	71	71
ENSG00000204231	RXRB	6	-	5	7	33166242:33168019	33166242:33166946|33167194:33168019	ENSP00000415561|ENSP00000431369	ENSP00000363812|ENSP00000363817	1	1	248	248
ENSG00000033800	PIAS1	15	+	5	7	68473693:68479880	68473693:68475968|68476006:68479880	ENSP00000456558	ENSP00000249636|ENSP00000438574	1	1	38	38
ENSG00000237440	ZNF737	19	-	5	5	20736642:20748444	20736642:20746847|20746945:20748444	ENSP00000395733|ENSP00000471973	ENSP00000470737	1	1	98	98
